Incident_ID,Timestamp,Service,Incident_Type,Description,Root_Cause,Resolution,Time_To_Resolve_Mins
INC-1381,2026-04-30 13:24:54,Inventory-DB,Network Timeout,Database replication lag exceeded 5 minutes.,Surge in unexpected traffic overwhelmed the service capacity.,Increased pod resource limits (memory) in Helm chart and redeployed.,210
INC-1373,2026-04-30 20:19:54,Frontend-UI,Database Error,Disk space critical: > 95% utilized on /var/log.,Missing index on newly deployed database table causing full table scans.,Rolled back to the previous stable release and initiated RCA.,226
INC-1348,2026-05-01 05:40:54,Redis-Cache,Database Error,Jenkins build pipeline failing on integration tests.,CI/CD runner ran out of disk space during docker build.,Increased pod resource limits (memory) in Helm chart and redeployed.,200
INC-1088,2026-05-01 22:42:54,Analytics-Worker,Performance Degradation,Jenkins build pipeline failing on integration tests.,Surge in unexpected traffic overwhelmed the service capacity.,Flushed Redis cache and restarted worker instances.,54
INC-1285,2026-05-02 05:48:54,Analytics-Worker,Performance Degradation,Database replication lag exceeded 5 minutes.,Memory limits set too low in Kubernetes deployment manifests.,Restarted kubelet service on affected worker nodes.,74
INC-1428,2026-05-02 17:13:54,CI/CD Pipeline,Deployment Failure,Database replication lag exceeded 5 minutes.,Memory limits set too low in Kubernetes deployment manifests.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",5
INC-1421,2026-05-04 01:16:54,Analytics-Worker,Security Alert,Disk space critical: > 95% utilized on /var/log.,"Log rotation failed, filling up disk space.",Scaled up replicas from 3 to 10 to handle the load.,156
INC-1440,2026-05-04 08:20:54,Auth-Service,Performance Degradation,Memory leak causing OOM (Out of Memory) kills.,Deadlock in concurrent transaction processing.,Increased pod resource limits (memory) in Helm chart and redeployed.,84
INC-1392,2026-05-04 10:22:54,Kubernetes Cluster,Database Error,Kafka consumer lag building up beyond alerting threshold.,Recent deployment introduced a memory leak.,Renewed and deployed updated TLS certificates via Let's Encrypt.,86
INC-1496,2026-05-06 02:10:54,Kubernetes Cluster,Resource Exhaustion,Pods are stuck in CrashLoopBackOff state.,Memory limits set too low in Kubernetes deployment manifests.,Implemented exponential backoff and contacted vendor for quota increase.,91
INC-1102,2026-05-06 02:29:54,Redis-Cache,Network Timeout,SSL Certificate expiration warning.,Recent deployment introduced a memory leak.,Corrected the AWS security group rules to allow port 443.,182
INC-1113,2026-05-06 06:03:54,Kafka-Cluster,Performance Degradation,Disk space critical: > 95% utilized on /var/log.,Surge in unexpected traffic overwhelmed the service capacity.,Flushed Redis cache and restarted worker instances.,15
INC-1083,2026-05-07 23:07:54,User-API,Service Outage,SSL Certificate expiration warning.,Missing index on newly deployed database table causing full table scans.,Renewed and deployed updated TLS certificates via Let's Encrypt.,170
INC-1406,2026-05-08 05:48:54,User-API,Database Error,DNS resolution failures in internal VPC.,CI/CD runner ran out of disk space during docker build.,Renewed and deployed updated TLS certificates via Let's Encrypt.,5
INC-1377,2026-05-08 13:37:54,Kubernetes Cluster,Resource Exhaustion,Disk space critical: > 95% utilized on /var/log.,Deadlock in concurrent transaction processing.,Corrected the AWS security group rules to allow port 443.,15
INC-1164,2026-05-08 19:42:54,Frontend-UI,Database Error,Disk space critical: > 95% utilized on /var/log.,Upstream API dependency rate-limited our service requests.,Flushed Redis cache and restarted worker instances.,173
INC-1103,2026-05-08 23:37:54,Kubernetes Cluster,Network Timeout,Disk space critical: > 95% utilized on /var/log.,"Log rotation failed, filling up disk space.",Rolled back to the previous stable release and initiated RCA.,113
INC-1279,2026-05-09 18:53:54,Payment-Gateway,Service Outage,502 Bad Gateway errors observed from load balancer.,Deadlock in concurrent transaction processing.,Flushed Redis cache and restarted worker instances.,54
INC-1127,2026-05-10 03:14:54,Inventory-DB,Resource Exhaustion,SSL Certificate expiration warning.,Deadlock in concurrent transaction processing.,Rolled back to the previous stable release and initiated RCA.,157
INC-1255,2026-05-10 18:54:54,Inventory-DB,Security Alert,Kafka consumer lag building up beyond alerting threshold.,"Log rotation failed, filling up disk space.",Rolled back to the previous stable release and initiated RCA.,219
INC-1412,2026-05-11 23:05:54,Kafka-Cluster,Database Error,Pods are stuck in CrashLoopBackOff state.,Misconfigured security group blocked inter-node traffic.,Corrected the AWS security group rules to allow port 443.,145
INC-1376,2026-05-12 15:18:54,Frontend-UI,Security Alert,SSL Certificate expiration warning.,Expired TLS certificate on internal load balancer.,Killed the blocking database queries and added missing indexes.,29
INC-1389,2026-05-12 23:17:54,Auth-Service,Performance Degradation,Pods are stuck in CrashLoopBackOff state.,Memory limits set too low in Kubernetes deployment manifests.,Increased pod resource limits (memory) in Helm chart and redeployed.,125
INC-1111,2026-05-13 17:10:54,Payment-Gateway,Security Alert,High number of 5xx errors from backend services.,Recent deployment introduced a memory leak.,Corrected the AWS security group rules to allow port 443.,61
INC-1430,2026-05-13 18:54:54,Auth-Service,Database Error,SSL Certificate expiration warning.,Misconfigured security group blocked inter-node traffic.,Implemented exponential backoff and contacted vendor for quota increase.,108
INC-1038,2026-05-14 12:43:54,Redis-Cache,Service Outage,API response times exceeded 2000ms threshold.,Deadlock in concurrent transaction processing.,Rolled back to the previous stable release and initiated RCA.,113
INC-1476,2026-05-14 15:44:54,Auth-Service,Network Timeout,API response times exceeded 2000ms threshold.,Memory limits set too low in Kubernetes deployment manifests.,Rebooted unresponsive nodes and cordoned them for investigation.,164
INC-1422,2026-05-15 02:20:54,Kafka-Cluster,Network Timeout,Database replication lag exceeded 5 minutes.,CI/CD runner ran out of disk space during docker build.,Increased pod resource limits (memory) in Helm chart and redeployed.,57
INC-1172,2026-05-15 09:51:54,Frontend-UI,Resource Exhaustion,Pods are stuck in CrashLoopBackOff state.,Expired TLS certificate on internal load balancer.,Flushed Redis cache and restarted worker instances.,54
INC-1075,2026-05-15 14:09:54,Payment-Gateway,Performance Degradation,Memory leak causing OOM (Out of Memory) kills.,Memory limits set too low in Kubernetes deployment manifests.,Rebooted unresponsive nodes and cordoned them for investigation.,214
INC-1303,2026-05-15 17:35:54,CI/CD Pipeline,Database Error,DNS resolution failures in internal VPC.,Upstream API dependency rate-limited our service requests.,Cleared docker builder cache and expanded runner EBS volume.,215
INC-1290,2026-05-16 00:16:54,Frontend-UI,Network Timeout,High CPU utilization detected on primary nodes.,Missing index on newly deployed database table causing full table scans.,Flushed Redis cache and restarted worker instances.,141
INC-1082,2026-05-16 01:17:54,Frontend-UI,Deployment Failure,Database replication lag exceeded 5 minutes.,Recent deployment introduced a memory leak.,Rebooted unresponsive nodes and cordoned them for investigation.,166
INC-1294,2026-05-16 05:35:54,User-API,Database Error,DNS resolution failures in internal VPC.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,190
INC-1149,2026-05-16 15:51:54,Kubernetes Cluster,Resource Exhaustion,High CPU utilization detected on primary nodes.,Upstream API dependency rate-limited our service requests.,Rebooted unresponsive nodes and cordoned them for investigation.,116
INC-1041,2026-05-17 19:59:54,Auth-Service,Performance Degradation,Memory leak causing OOM (Out of Memory) kills.,Long-running queries locked database tables.,Scaled up replicas from 3 to 10 to handle the load.,138
INC-1171,2026-05-18 01:23:54,Analytics-Worker,Security Alert,API response times exceeded 2000ms threshold.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,240
INC-1310,2026-05-20 08:28:54,Frontend-UI,Database Error,API response times exceeded 2000ms threshold.,Missing index on newly deployed database table causing full table scans.,Cleared docker builder cache and expanded runner EBS volume.,208
INC-1101,2026-05-20 14:15:54,Kafka-Cluster,Deployment Failure,High CPU utilization detected on primary nodes.,Network partition between primary and secondary availability zones.,Killed the blocking database queries and added missing indexes.,46
INC-1500,2026-05-22 03:54:54,Kafka-Cluster,Performance Degradation,Redis cache eviction rate spiked.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,22
INC-1217,2026-05-23 10:18:54,Redis-Cache,Deployment Failure,Memory leak causing OOM (Out of Memory) kills.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,53
INC-1322,2026-05-23 23:47:54,Redis-Cache,Resource Exhaustion,Pods are stuck in CrashLoopBackOff state.,"Log rotation failed, filling up disk space.",Cleared docker builder cache and expanded runner EBS volume.,188
INC-1175,2026-05-24 15:16:54,Inventory-DB,Deployment Failure,Pods are stuck in CrashLoopBackOff state.,Memory limits set too low in Kubernetes deployment manifests.,Scaled up replicas from 3 to 10 to handle the load.,18
INC-1071,2026-05-24 16:52:54,User-API,Resource Exhaustion,Disk space critical: > 95% utilized on /var/log.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,38
INC-1402,2026-05-25 02:47:54,Kafka-Cluster,Service Outage,Disk space critical: > 95% utilized on /var/log.,Network partition between primary and secondary availability zones.,Implemented exponential backoff and contacted vendor for quota increase.,194
INC-1009,2026-05-25 21:02:54,Redis-Cache,Security Alert,Connections refused by the primary database.,Deadlock in concurrent transaction processing.,Implemented exponential backoff and contacted vendor for quota increase.,173
INC-1258,2026-05-25 21:59:54,Kafka-Cluster,Performance Degradation,Database replication lag exceeded 5 minutes.,Missing index on newly deployed database table causing full table scans.,Scaled up replicas from 3 to 10 to handle the load.,95
INC-1305,2026-05-26 04:12:54,Frontend-UI,Security Alert,Jenkins build pipeline failing on integration tests.,Network partition between primary and secondary availability zones.,Rebooted unresponsive nodes and cordoned them for investigation.,67
INC-1235,2026-05-27 06:21:54,Kafka-Cluster,Database Error,502 Bad Gateway errors observed from load balancer.,Memory limits set too low in Kubernetes deployment manifests.,Cleared docker builder cache and expanded runner EBS volume.,82
INC-1105,2026-05-28 04:02:54,Payment-Gateway,Database Error,Memory leak causing OOM (Out of Memory) kills.,Upstream API dependency rate-limited our service requests.,Rebooted unresponsive nodes and cordoned them for investigation.,44
INC-1479,2026-05-28 21:37:54,Payment-Gateway,Database Error,Memory leak causing OOM (Out of Memory) kills.,Network partition between primary and secondary availability zones.,Increased pod resource limits (memory) in Helm chart and redeployed.,222
INC-1027,2026-05-29 20:53:54,Auth-Service,Security Alert,SSL Certificate expiration warning.,"Log rotation failed, filling up disk space.",Corrected the AWS security group rules to allow port 443.,78
INC-1325,2026-05-31 03:11:54,User-API,Resource Exhaustion,Memory leak causing OOM (Out of Memory) kills.,Surge in unexpected traffic overwhelmed the service capacity.,Implemented exponential backoff and contacted vendor for quota increase.,135
INC-1409,2026-06-02 02:59:54,Analytics-Worker,Service Outage,Database replication lag exceeded 5 minutes.,"Log rotation failed, filling up disk space.",Restarted kubelet service on affected worker nodes.,9
INC-1169,2026-06-02 07:44:54,Redis-Cache,Deployment Failure,Jenkins build pipeline failing on integration tests.,CI/CD runner ran out of disk space during docker build.,Renewed and deployed updated TLS certificates via Let's Encrypt.,172
INC-1289,2026-06-03 01:16:54,Analytics-Worker,Service Outage,Memory leak causing OOM (Out of Memory) kills.,Upstream API dependency rate-limited our service requests.,Scaled up replicas from 3 to 10 to handle the load.,124
INC-1441,2026-06-04 04:33:54,Kafka-Cluster,Performance Degradation,Kafka consumer lag building up beyond alerting threshold.,Upstream API dependency rate-limited our service requests.,Scaled up replicas from 3 to 10 to handle the load.,20
INC-1253,2026-06-04 22:25:54,Payment-Gateway,Service Outage,API response times exceeded 2000ms threshold.,Recent deployment introduced a memory leak.,Rebooted unresponsive nodes and cordoned them for investigation.,179
INC-1203,2026-06-05 03:16:54,Payment-Gateway,Database Error,Kafka consumer lag building up beyond alerting threshold.,Long-running queries locked database tables.,Rolled back to the previous stable release and initiated RCA.,126
INC-1360,2026-06-05 04:23:54,User-API,Service Outage,502 Bad Gateway errors observed from load balancer.,Recent deployment introduced a memory leak.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",207
INC-1014,2026-06-05 11:15:54,User-API,Network Timeout,Jenkins build pipeline failing on integration tests.,Long-running queries locked database tables.,Increased pod resource limits (memory) in Helm chart and redeployed.,7
INC-1281,2026-06-06 15:22:54,Analytics-Worker,Network Timeout,Jenkins build pipeline failing on integration tests.,Surge in unexpected traffic overwhelmed the service capacity.,Renewed and deployed updated TLS certificates via Let's Encrypt.,145
INC-1366,2026-06-06 23:57:54,Redis-Cache,Service Outage,502 Bad Gateway errors observed from load balancer.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,11
INC-1259,2026-06-07 07:15:54,User-API,Database Error,Disk space critical: > 95% utilized on /var/log.,Surge in unexpected traffic overwhelmed the service capacity.,Flushed Redis cache and restarted worker instances.,8
INC-1444,2026-06-07 17:50:54,Inventory-DB,Database Error,Disk space critical: > 95% utilized on /var/log.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,11
INC-1260,2026-06-07 19:05:54,Kubernetes Cluster,Network Timeout,Redis cache eviction rate spiked.,Recent deployment introduced a memory leak.,Rebooted unresponsive nodes and cordoned them for investigation.,141
INC-1413,2026-06-09 08:29:54,Analytics-Worker,Database Error,Database replication lag exceeded 5 minutes.,"Log rotation failed, filling up disk space.",Increased pod resource limits (memory) in Helm chart and redeployed.,227
INC-1467,2026-06-09 18:02:54,Payment-Gateway,Resource Exhaustion,Database replication lag exceeded 5 minutes.,Upstream API dependency rate-limited our service requests.,Corrected the AWS security group rules to allow port 443.,25
INC-1471,2026-06-10 00:25:54,Frontend-UI,Deployment Failure,Memory leak causing OOM (Out of Memory) kills.,Network partition between primary and secondary availability zones.,Rolled back to the previous stable release and initiated RCA.,16
